time,open,high,low,close,volume,turnover
2025-12-30 09:30:00,274.0,274.07000732421875,272.4700012207031,273.6400146484375,2199394,601576470.9546509
2025-12-30 10:00:00,273.6199951171875,273.70001220703125,272.3948059082031,272.5899963378906,1136439,310092272.6916504
2025-12-30 10:30:00,272.5799865722656,273.04998779296875,272.4200134277344,272.8599853515625,941773,256822865.4951477
2025-12-30 11:00:00,272.8599853515625,273.32000732421875,272.7799987792969,272.8598022460937,769448,210138077.50750732
2025-12-30 11:30:00,272.8299865722656,272.9200134277344,272.3099975585937,272.3800048828125,842890,229741210.02859497
2025-12-30 12:00:00,272.3699951171875,272.6300048828125,272.2799987792969,272.5899963378906,739798,201557944.5718689
2025-12-30 12:30:00,272.5899963378906,272.9750061035156,272.5599975585937,272.8900146484375,520740,142056676.29336548
2025-12-30 13:00:00,272.8948974609375,273.19000244140625,272.7300109863281,273.1000061035156,616632,168365499.322052
2025-12-30 13:30:00,273.1000061035156,273.3799133300781,273.0101013183594,273.2300109863281,715989,195616831.05807495
2025-12-30 14:00:00,273.2200012207031,273.52178955078125,273.17999267578125,273.3900146484375,680314,185984257.26245117
2025-12-30 14:30:00,273.3800048828125,273.45001220703125,273.0899963378906,273.2900085449219,636679,173965981.75357056
2025-12-30 15:00:00,273.2900085449219,273.4744873046875,273.1600036621094,273.1650085449219,759626,207615190.06402588
2025-12-30 15:30:00,273.1600036621094,273.2550048828125,272.739990234375,272.989990234375,2121973,579534076.8686523
2025-12-31 09:30:00,273.04998779296875,273.67999267578125,272.2318115234375,273.0599975585937,2040452,556984586.6684875
2025-12-31 10:00:00,273.0799865722656,273.1099853515625,272.385009765625,272.489990234375,901836,245961732.0428772
2025-12-31 10:30:00,272.4949951171875,272.5849914550781,271.760009765625,271.8900146484375,971949,264559994.63204956
2025-12-31 11:00:00,271.9200134277344,272.5,271.9049072265625,272.489990234375,914764,249034936.57077026
2025-12-31 11:30:00,272.489990234375,272.7699890136719,272.2699890136719,272.76141357421875,736714,200764870.2409668
2025-12-31 12:00:00,272.760009765625,272.79998779296875,272.30499267578125,272.6700134277344,2218130,604439539.6152954
2025-12-31 12:30:00,272.6600036621094,272.8800048828125,272.57000732421875,272.7699890136719,626023,170741403.07403564
2025-12-31 13:00:00,272.7659912109375,273.1000061035156,272.54998779296875,272.625,819648,223612269.9539795
2025-12-31 13:30:00,272.625,273.3299865722656,272.5799865722656,273.2950134277344,706320,192802187.6831665
2025-12-31 14:00:00,273.2799987792969,273.42999267578125,272.9599914550781,272.9609069824219,749970,204879378.4225769
2025-12-31 14:30:00,272.97021484375,273.0068054199219,272.6033935546875,272.7099914550781,619221,168934671.21051025
2025-12-31 15:00:00,272.7099914550781,272.7300109863281,271.9599914550781,272.0799865722656,3535505,963086338.1864929
2025-12-31 15:30:00,272.0899963378906,272.75,271.75,271.8399963378906,5706368,1554263539.7957153
