time,open,high,low,close,volume,turnover
2025-12-30 09:30:00,274.0,274.07000732421875,272.7900085449219,272.8185119628906,1047835,286821574.67062384
2025-12-30 09:35:00,272.81500244140625,273.44000244140625,272.4700012207031,273.1600036621094,331428,90453343.21749878
2025-12-30 09:40:00,273.1700134277344,273.79998779296875,273.04998779296875,273.32000732421875,273344,74727692.19158936
2025-12-30 09:45:00,273.3099975585937,273.70001220703125,273.0,273.6000061035156,215321,58877877.215270996
2025-12-30 09:50:00,273.6000061035156,273.635009765625,273.4049987792969,273.6300048828125,145665,39842997.500579834
2025-12-30 09:55:00,273.6217041015625,273.8500061035156,273.54998779296875,273.6400146484375,185801,50852986.159088135
2025-12-30 10:00:00,273.6199951171875,273.70001220703125,273.2099914550781,273.2799987792969,177962,48645488.54925537
2025-12-30 10:05:00,273.2799987792969,273.3266906738281,272.8999938964844,272.92999267578125,204206,55750357.21359253
2025-12-30 10:10:00,272.9200134277344,273.0899963378906,272.5199890136719,272.6099853515625,206902,56431443.06628418
2025-12-30 10:15:00,272.6099853515625,273.0,272.5899963378906,272.8699951171875,181281,49469929.25204468
2025-12-30 10:20:00,272.8599853515625,272.8900146484375,272.54998779296875,272.6600036621094,187568,51148631.16696167
2025-12-30 10:25:00,272.6600036621094,272.69000244140625,272.3948059082031,272.5899963378906,178520,48646423.44351196
2025-12-30 10:30:00,272.5799865722656,272.7799987792969,272.5299987792969,272.7149963378906,140482,38303050.85446167
2025-12-30 10:35:00,272.7149963378906,272.82989501953125,272.6300048828125,272.7099914550781,131667,35909927.28591919
2025-12-30 10:40:00,272.7099914550781,272.739990234375,272.4200134277344,272.5,182841,49832001.331970215
2025-12-30 10:45:00,272.5151062011719,272.7300109863281,272.45001220703125,272.7099914550781,176589,48134238.21557617
2025-12-30 10:50:00,272.7099914550781,272.9700012207031,272.6499938964844,272.7900085449219,158229,43173600.18243408
2025-12-30 10:55:00,272.7981872558594,273.04998779296875,272.72821044921875,272.8599853515625,151965,41470047.62478638
2025-12-30 11:00:00,272.8599853515625,273.2149963378906,272.82000732421875,273.1600036621094,181132,49468332.879333496
2025-12-30 11:05:00,273.1600036621094,273.31988525390625,273.1304931640625,273.1400146484375,124569,34032390.08618164
2025-12-30 11:10:00,273.1200866699219,273.2200012207031,273.0799865722656,273.0950012207031,107357,29324061.92553711
2025-12-30 11:15:00,273.0801086425781,273.1199951171875,272.9599914550781,273.04998779296875,102308,27934912.974243164
2025-12-30 11:20:00,273.0509033203125,273.32000732421875,273.04998779296875,273.1600036621094,126382,34525924.470336914
2025-12-30 11:25:00,273.1600036621094,273.1600036621094,272.7799987792969,272.8598022460937,127700,34852455.171875
2025-12-30 11:30:00,272.8299865722656,272.9200134277344,272.75,272.7799987792969,98964,27001625.04296875
2025-12-30 11:35:00,272.7699890136719,272.83990478515625,272.5,272.6199951171875,169500,46208553.58288574
2025-12-30 11:40:00,272.6099853515625,272.7099914550781,272.5,272.69000244140625,146661,39980187.28594971
2025-12-30 11:45:00,272.70001220703125,272.7200012207031,272.4599914550781,272.4700012207031,137159,37385758.946899414
2025-12-30 11:50:00,272.4800109863281,272.5599975585937,272.3099975585937,272.42999267578125,179695,48952156.70046997
2025-12-30 11:55:00,272.44000244140625,272.4599914550781,272.3500061035156,272.3800048828125,110911,30212928.469421387
2025-12-30 12:00:00,272.3699951171875,272.4353942871094,272.2799987792969,272.3399963378906,119240,32472980.273620605
2025-12-30 12:05:00,272.3450012207031,272.489990234375,272.2799987792969,272.44268798828125,104355,28423699.36593628
2025-12-30 12:10:00,272.44500732421875,272.4800109863281,272.2900085449219,272.42999267578125,118870,32380237.45059204
2025-12-30 12:15:00,272.4208068847656,272.55010986328125,272.3572082519531,272.5047912597656,168426,45890440.79989624
2025-12-30 12:20:00,272.510009765625,272.6264953613281,272.45001220703125,272.5299987792969,134465,36649488.33312988
2025-12-30 12:25:00,272.5201110839844,272.6300048828125,272.4800109863281,272.5899963378906,94442,25741098.348693848
2025-12-30 12:30:00,272.5899963378906,272.8599853515625,272.5599975585937,272.7699890136719,127127,34665742.27557373
2025-12-30 12:35:00,272.7749938964844,272.8312072753906,272.739990234375,272.8099975585937,80689,22010096.48074341
2025-12-30 12:40:00,272.82000732421875,272.8489990234375,272.6700134277344,272.760009765625,87194,23783610.297058105
2025-12-30 12:45:00,272.7650146484375,272.9197998046875,272.69000244140625,272.8999938964844,68282,18627636.463897705
2025-12-30 12:50:00,272.8900146484375,272.9750061035156,272.8699951171875,272.94000244140625,82215,22439759.687652588
2025-12-30 12:55:00,272.92999267578125,272.92999267578125,272.82000732421875,272.8900146484375,75233,20529831.08843994
2025-12-30 13:00:00,272.8948974609375,272.9200134277344,272.7300109863281,272.9200134277344,91493,24961517.046020508
2025-12-30 13:05:00,272.9100036621094,273.07000732421875,272.9100036621094,273.04010009765625,140267,38291701.704071045
2025-12-30 13:10:00,273.0599975585937,273.13720703125,273.0481872558594,273.07000732421875,103039,28139282.960144043
2025-12-30 13:15:00,273.0599975585937,273.19000244140625,273.0599975585937,273.17999267578125,78212,21362721.27001953
2025-12-30 13:20:00,273.17999267578125,273.17999267578125,273.0599975585937,273.0899963378906,77037,21038745.78543091
2025-12-30 13:25:00,273.0799865722656,273.1600036621094,273.0600891113281,273.1000061035156,126584,34571530.55636597
2025-12-30 13:30:00,273.1000061035156,273.19000244140625,273.1000061035156,273.180908203125,182669,49894434.463134766
2025-12-30 13:35:00,273.17999267578125,273.2099914550781,273.04010009765625,273.0599975585937,98411,26878348.14050293
2025-12-30 13:40:00,273.07000732421875,273.2699890136719,273.0101013183594,273.2349853515625,125380,34248856.47399902
2025-12-30 13:45:00,273.239990234375,273.3799133300781,273.17999267578125,273.3099975585937,105195,28752637.63821411
2025-12-30 13:50:00,273.29998779296875,273.3599853515625,273.25,273.34991455078125,100930,27586927.155395508
2025-12-30 13:55:00,273.34991455078125,273.3699951171875,273.2099914550781,273.2300109863281,103404,28255627.186828613
2025-12-30 14:00:00,273.2200012207031,273.32000732421875,273.17999267578125,273.2099914550781,106552,29116012.78085327
2025-12-30 14:05:00,273.20001220703125,273.4750061035156,273.19000244140625,273.4278869628906,113167,30938133.531951904
2025-12-30 14:10:00,273.42999267578125,273.4349975585937,273.2200012207031,273.3900146484375,112070,30629915.25604248
2025-12-30 14:15:00,273.3800048828125,273.5199890136719,273.3699951171875,273.489990234375,156689,42846996.40737915
