date,open,high,low,close,volume,turnover,turnrate
2025-12-30 09:30,274.0,274.0249938964844,274.0,274.0174865722656,726666,199119190.89752197,0.0
2025-12-30 09:31,274.07000732421875,274.07000732421875,273.135009765625,273.2250061035156,73035,19954988.320770264,0.0
2025-12-30 09:32,273.20001220703125,273.6099853515625,273.1400146484375,273.4200134277344,62008,16954228.192626953,0.0
2025-12-30 09:33,273.4100036621094,273.4849853515625,272.9100036621094,272.9599914550781,102834,28069567.761291504,0.0
2025-12-30 09:34,272.9849853515625,273.0799865722656,272.7900085449219,272.8185119628906,83292,22723599.498413086,0.0
2025-12-30 09:35,272.81500244140625,272.8399963378906,272.5400085449219,272.5400085449219,81616,22243625.337402344,0.0
2025-12-30 09:36,272.5669860839844,272.7250061035156,272.4700012207031,272.69500732421875,69049,18829317.56072998,0.0
2025-12-30 09:37,272.67999267578125,273.1780090332031,272.6499938964844,273.1780090332031,61958,16925563.0836792,0.0
2025-12-30 09:38,273.20001220703125,273.239990234375,273.1000061035156,273.20001220703125,51564,14087285.42944336,0.0
2025-12-30 09:39,273.17999267578125,273.44000244140625,273.05999755859375,273.1600036621094,67241,18367551.806243896,0.0
2025-12-30 09:40,273.1700134277344,273.45001220703125,273.04998779296875,273.3900146484375,48410,13234810.60913086,0.0
2025-12-30 09:41,273.3999938964844,273.6499938964844,273.3900146484375,273.465087890625,65109,17805038.407470703,0.0
2025-12-30 09:42,273.4898986816406,273.79998779296875,273.42999267578125,273.45001220703125,73756,20168579.100341797,0.0
2025-12-30 09:43,273.45001220703125,273.4800109863281,273.1650085449219,273.22918701171875,56327,15390180.416809082,0.0
2025-12-30 09:44,273.19000244140625,273.3599853515625,273.1200866699219,273.32000732421875,29742,8129083.657836914,0.0
2025-12-30 09:45,273.30999755859375,273.3800048828125,273.19000244140625,273.260009765625,24847,6789691.462646484,0.0
2025-12-30 09:46,273.2699890136719,273.5,273.0,273.42999267578125,63450,17349133.03527832,0.0
2025-12-30 09:47,273.42999267578125,273.42999267578125,273.260009765625,273.2749938964844,35396,9672841.683959961,0.0
2025-12-30 09:48,273.260009765625,273.6000061035156,273.260009765625,273.5299987792969,45857,12543265.154022217,0.0
2025-12-30 09:49,273.57000732421875,273.70001220703125,273.55999755859375,273.6000061035156,45771,12522945.879364014,0.0
2025-12-30 09:50,273.6000061035156,273.6199951171875,273.44000244140625,273.44000244140625,44008,12033547.627441406,0.0
2025-12-30 09:51,273.4549865722656,273.5,273.4049987792969,273.489990234375,25315,6923399.102783203,0.0
2025-12-30 09:52,273.4599914550781,273.635009765625,273.4200134277344,273.54998779296875,26333,7203391.828552246,0.0
2025-12-30 09:53,273.5856018066406,273.6099853515625,273.4700012207031,273.5580139160156,18113,4954956.306060791,0.0
2025-12-30 09:54,273.56060791015625,273.6300048828125,273.5299987792969,273.6300048828125,31896,8727702.635742188,0.0
2025-12-30 09:55,273.6217041015625,273.7900085449219,273.6217041015625,273.7900085449219,35983,9851785.877471924,0.0
2025-12-30 09:56,273.7799987792969,273.8500061035156,273.6275939941406,273.6300048828125,57154,15639049.299072266,0.0
2025-12-30 09:57,273.6400146484375,273.760009765625,273.55999755859375,273.74798583984375,27793,7608277.770446777,0.0
2025-12-30 09:58,273.75,273.80999755859375,273.6400146484375,273.7091979980469,37174,10174865.726379395,0.0
2025-12-30 09:59,273.6615905761719,273.69000244140625,273.54998779296875,273.6400146484375,27697,7579007.485717773,0.0
2025-12-30 10:00,273.6199951171875,273.70001220703125,273.44000244140625,273.4679870605469,43553,11910351.240447998,0.0
2025-12-30 10:01,273.44000244140625,273.4800109863281,273.3500061035156,273.4049987792969,32179,8797899.455718994,0.0
2025-12-30 10:02,273.4200134277344,273.44000244140625,273.2699890136719,273.2799987792969,27428,7495523.806518555,0.0
2025-12-30 10:03,273.2792053222656,273.3299865722656,273.2099914550781,273.2749938964844,35250,9632943.534851074,0.0
2025-12-30 10:04,273.260009765625,273.4800109863281,273.260009765625,273.2799987792969,39552,10808770.51171875,0.0
2025-12-30 10:05,273.2799987792969,273.3266906738281,273.07000732421875,273.1499938964844,32414,8853883.902160645,0.0
2025-12-30 10:06,273.1285095214844,273.1285095214844,272.9100036621094,272.9200134277344,44888,12250833.56274414,0.0
2025-12-30 10:07,272.94000244140625,273.07000732421875,272.94000244140625,273.0199890136719,51233,13987633.097137451,0.0
2025-12-30 10:08,273.0199890136719,273.0711975097656,272.92999267578125,273.07000732421875,36576,9987808.587890625,0.0
2025-12-30 10:09,273.07000732421875,273.07000732421875,272.8999938964844,272.92999267578125,39095,10670198.063659668,0.0
2025-12-30 10:10,272.9200134277344,273.0899963378906,272.8550109863281,272.8599853515625,67926,18534287.364990234,0.0
2025-12-30 10:11,272.8699951171875,272.9100036621094,272.7699890136719,272.7799987792969,40996,11182888.829956055,0.0
2025-12-30 10:12,272.7699890136719,272.8185119628906,272.67999267578125,272.70001220703125,35142,9583223.828979492,0.0
2025-12-30 10:13,272.7099914550781,272.77508544921875,272.5899963378906,272.635009765625,31041,8462863.338134766,0.0
2025-12-30 10:14,272.6199951171875,272.6449890136719,272.5199890136719,272.6099853515625,31797,8668179.704223633,0.0
2025-12-30 10:15,272.6099853515625,272.80999755859375,272.5899963378906,272.79998779296875,47768,13031109.816894531,0.0
2025-12-30 10:16,272.80999755859375,272.9898986816406,272.80999755859375,272.9800109863281,34063,9298518.114227295,0.0
2025-12-30 10:17,272.9800109863281,273.0,272.9200134277344,272.9599914550781,27376,7472552.726074219,0.0
2025-12-30 10:18,272.95001220703125,272.95001220703125,272.8599853515625,272.89990234375,30647,8363563.307128906,0.0
2025-12-30 10:19,272.8900146484375,272.8999938964844,272.79998779296875,272.8699951171875,41427,11304185.287719727,0.0
2025-12-30 10:20,272.8599853515625,272.8900146484375,272.7200012207031,272.7250061035156,41852,11414086.955444336,0.0
2025-12-30 10:21,272.7200012207031,272.75,272.6300048828125,272.70001220703125,41684,11367227.30883789,0.0
2025-12-30 10:22,272.68499755859375,272.75,272.54998779296875,272.6099853515625,38779,10571542.621948242,0.0
2025-12-30 10:23,272.6000061035156,272.7699890136719,272.6000061035156,272.7699890136719,35378,9650056.671325684,0.0
2025-12-30 10:24,272.7799987792969,272.7799987792969,272.6400146484375,272.6600036621094,29875,8145717.609405518,0.0
2025-12-30 10:25,272.6600036621094,272.69000244140625,272.5400085449219,272.5400085449219,35701,9729950.845062256,0.0
2025-12-30 10:26,272.5450134277344,272.6087951660156,272.5150146484375,272.5199890136719,24585,6699903.929901123,0.0
2025-12-30 10:27,272.5177001953125,272.5281982421875,272.3948059082031,272.42999267578125,52685,14352974.164123535,0.0
2025-12-30 10:28,272.44000244140625,272.5199890136719,272.42999267578125,272.4599914550781,33900,9236393.710327148,0.0
2025-12-30 10:29,272.44000244140625,272.5950012207031,272.44000244140625,272.5899963378906,31649,8627200.7940979,0.0
2025-12-30 10:30,272.5799865722656,272.6575012207031,272.55999755859375,272.5849914550781,22765,6205397.3304748535,0.0
2025-12-30 10:31,272.5799865722656,272.6549987792969,272.5350036621094,272.5600891113281,32755,8927705.718841553,0.0
2025-12-30 10:32,272.57501220703125,272.7799987792969,272.5299987792969,272.74359130859375,34299,9354832.438293457,0.0
2025-12-30 10:33,272.75,272.7598876953125,272.635009765625,272.6600036621094,26267,7161960.316192627,0.0
2025-12-30 10:34,272.6700134277344,272.7149963378906,272.6401062011719,272.7149963378906,24396,6653155.05065918,0.0
2025-12-30 10:35,272.7149963378906,272.7900085449219,272.6300048828125,272.7149963378906,25300,6899689.407348633,0.0
2025-12-30 10:36,272.7101135253906,272.75,272.6701965332031,272.7300109863281,27082,7386074.157531738,0.0
2025-12-30 10:37,272.7300109863281,272.82989501953125,272.7300109863281,272.7650146484375,27197,7418390.103393555,0.0
2025-12-30 10:38,272.7650146484375,272.79998779296875,272.75,272.75,21385,5832758.75,0.0
2025-12-30 10:39,272.760009765625,272.760009765625,272.70001220703125,272.7099914550781,30703,8373014.867645264,0.0
2025-12-30 10:40,272.7099914550781,272.7349853515625,272.69000244140625,272.7101135253906,18636,5082225.67565918,0.0
2025-12-30 10:41,272.7250061035156,272.739990234375,272.5799865722656,272.5799865722656,44830,12219760.798034668,0.0
2025-12-30 10:42,272.5802917480469,272.63140869140625,272.510009765625,272.6099853515625,31962,8713160.35180664,0.0
2025-12-30 10:43,272.6199951171875,272.6199951171875,272.4200134277344,272.42999267578125,45538,12405917.006469727,0.0
2025-12-30 10:44,272.44500732421875,272.5199890136719,272.42999267578125,272.5,41875,11410937.5,0.0
2025-12-30 10:45,272.5151062011719,272.5899963378906,272.4630126953125,272.54998779296875,38253,10425854.683044434,0.0
2025-12-30 10:46,272.5400085449219,272.54998779296875,272.45001220703125,272.5299987792969,32553,8871669.050262451,0.0
2025-12-30 10:47,272.5400085449219,272.5736999511719,272.47198486328125,272.5249938964844,36781,10023741.800506592,0.0
2025-12-30 10:48,272.510009765625,272.5299987792969,272.4700012207031,272.5199890136719,24011,6543477.456207275,0.0
2025-12-30 10:49,272.5199890136719,272.7300109863281,272.5199890136719,272.7099914550781,44991,12269495.22555542,0.0
2025-12-30 10:50,272.7099914550781,272.8599853515625,272.6499938964844,272.7950134277344,32433,8847560.670501709,0.0
2025-12-30 10:51,272.79998779296875,272.8800048828125,272.7300109863281,272.8500061035156,40185,10964477.495269775,0.0
2025-12-30 10:52,272.8299865722656,272.9128112792969,272.8299865722656,272.8599853515625,30143,8224818.538452148,0.0
2025-12-30 10:53,272.875,272.9700012207031,272.8599853515625,272.9599914550781,33105,9036340.517120361,0.0
2025-12-30 10:54,272.92999267578125,272.95001220703125,272.7900085449219,272.7900085449219,22363,6100402.961090088,0.0
2025-12-30 10:55,272.7981872558594,272.83990478515625,272.7650146484375,272.8092956542969,17271,4711689.345245361,0.0
2025-12-30 10:56,272.80670166015625,272.80670166015625,272.72821044921875,272.760009765625,24843,6776176.922607422,0.0
2025-12-30 10:57,272.7799987792969,272.95001220703125,272.760009765625,272.9100036621094,29260,7985346.70715332,0.0
2025-12-30 10:58,272.923095703125,273.04998779296875,272.9100036621094,272.9801025390625,56408,15398261.624023438,0.0
2025-12-30 10:59,272.9765930175781,272.9949951171875,272.82000732421875,272.8599853515625,24183,6598573.025756836,0.0
2025-12-30 11:00,272.8599853515625,272.9949951171875,272.82000732421875,272.989990234375,23946,6537018.306152344,0.0
2025-12-30 11:01,272.989990234375,273.1400146484375,272.8570861816406,273.1300048828125,45546,12439979.202392578,0.0
2025-12-30 11:02,273.1545104980469,273.1700134277344,273.1099853515625,273.1199951171875,23220,6341846.286621094,0.0
2025-12-30 11:03,273.1189880371094,273.1400146484375,273.05999755859375,273.0801086425781,41535,11342382.312469482,0.0
2025-12-30 11:04,273.0899963378906,273.2149963378906,273.05999755859375,273.1600036621094,46885,12807106.771697998,0.0
2025-12-30 11:05,273.1600036621094,273.2598876953125,273.1600036621094,273.20001220703125,26208,7160025.919921875,0.0
2025-12-30 11:06,273.1910095214844,273.2040100097656,273.1499938964844,273.17559814453125,17431,4761723.851257324,0.0
2025-12-30 11:07,273.1600036621094,273.2698974609375,273.1499938964844,273.2200012207031,36370,9937011.444396973,0.0
2025-12-30 11:08,273.2200012207031,273.30999755859375,273.20001220703125,273.260009765625,20916,5715506.3642578125,0.0
2025-12-30 11:09,273.260009765625,273.31988525390625,273.1304931640625,273.1400146484375,23644,6458122.506347656,0.0
2025-12-30 11:10,273.1200866699219,273.1951904296875,273.1199951171875,273.17999267578125,21594,5899048.76184082,0.0
2025-12-30 11:11,273.18499755859375,273.2200012207031,273.1499938964844,273.1499938964844,17103,4671684.345611572,0.0
2025-12-30 11:12,273.1549987792969,273.20001220703125,273.1199951171875,273.1300048828125,23633,6454881.405395508,0.0
2025-12-30 11:13,273.125,273.17498779296875,273.0799865722656,273.1700134277344,23980,6550616.92199707,0.0
2025-12-30 11:14,273.1700134277344,273.1700134277344,273.0799865722656,273.0950012207031,21047,5747830.490692139,0.0
2025-12-30 11:15,273.0801086425781,273.1199951171875,272.9599914550781,273.0,30022,8196006.0,0.0
2025-12-30 11:16,273.010009765625,273.1199951171875,273.0,273.1050109863281,15390,4203086.11907959,0.0
2025-12-30 11:17,273.1000061035156,273.1000061035156,273.05999755859375,273.0799865722656,20576,5618893.8037109375,0.0
2025-12-30 11:18,273.0899963378906,273.1098937988281,273.0199890136719,273.0376892089844,20206,5516999.548156738,0.0
2025-12-30 11:19,273.04998779296875,273.0899963378906,273.0299987792969,273.04998779296875,16114,4399927.503295898,0.0
2025-12-30 11:20,273.0509033203125,273.17999267578125,273.04998779296875,273.1499938964844,26703,7293924.287017822,0.0
2025-12-30 11:21,273.135009765625,273.2850036621094,273.1000061035156,273.2701110839844,29105,7953526.583099365,0.0
2025-12-30 11:22,273.27178955078125,273.32000732421875,273.2300109863281,273.2300109863281,24699,6748508.041351318,0.0
2025-12-30 11:23,273.2099914550781,273.2099914550781,273.0899963378906,273.1112060546875,25608,6993831.7646484375,0.0
2025-12-30 11:24,273.1199951171875,273.1976013183594,273.0799865722656,273.1600036621094,20267,5536133.794219971,0.0
2025-12-30 11:25,273.1600036621094,273.1600036621094,272.989990234375,273.0235900878906,25408,6936983.376953125,0.0
2025-12-30 11:26,273.010009765625,273.04998779296875,272.9200134277344,272.9599914550781,29198,7969885.830505371,0.0
2025-12-30 11:27,272.9750061035156,273.0098876953125,272.92999267578125,272.92999267578125,18317,4999258.675842285,0.0
2025-12-30 11:28,272.92999267578125,272.9549865722656,272.8299865722656,272.8550109863281,23814,6497769.231628418,0.0
2025-12-30 11:29,272.8550109863281,272.8800048828125,272.7799987792969,272.85980224609375,30963,8448558.0569458,0.0
2025-12-30 11:30,272.8299865722656,272.9200134277344,272.7900085449219,272.8599853515625,24938,6804582.314697266,0.0
2025-12-30 11:31,272.8804016113281,272.8999938964844,272.8682861328125,272.8682861328125,14543,3968323.485229492,0.0
2025-12-30 11:32,272.8599853515625,272.8900146484375,272.8299865722656,272.8699951171875,19409,5296133.735229492,0.0
2025-12-30 11:33,272.8699951171875,272.875,272.82000732421875,272.84759521484375,17750,4843044.815063477,0.0
2025-12-30 11:34,272.84698486328125,272.8500061035156,272.75,272.7799987792969,22324,6089540.692749023,0.0
2025-12-30 11:35,272.7699890136719,272.83990478515625,272.7300109863281,272.760009765625,25008,6821182.32421875,0.0
2025-12-30 11:36,272.760009765625,272.760009765625,272.69000244140625,272.7099914550781,24263,6616762.522674561,0.0
2025-12-30 11:37,272.69000244140625,272.7200012207031,272.54998779296875,272.54998779296875,35396,9647179.367919922,0.0
2025-12-30 11:38,272.54998779296875,272.56500244140625,272.5,272.5299987792969,41587,11333705.05923462,0.0
2025-12-30 11:39,272.5249938964844,272.6283874511719,272.5249938964844,272.6199951171875,43246,11789724.30883789,0.0
2025-12-30 11:40,272.6099853515625,272.639892578125,272.5,272.55999755859375,43473,11849000.773864746,0.0
2025-12-30 11:41,272.54998779296875,272.6099853515625,272.510009765625,272.5400085449219,23981,6535781.9449157715,0.0
